date_str,sp500,djia,date_ex1,date_ex2,date_ex3
6/7/2019,2873.34,25983.94,June 07 2019,"Friday, 2019-06-07",7-Jun-19
6/10/2019,2886.73,26062.68,June 10 2019,"Monday, 2019-06-10",10-Jun-19
6/11/2019,2885.72,26048.51,June 11 2019,"Tuesday, 2019-06-11",11-Jun-19
6/12/2019,2879.84,26004.83,June 12 2019,"Wednesday, 2019-06-12",12-Jun-19
6/13/2019,2891.64,26106.77,June 13 2019,"Thursday, 2019-06-13",13-Jun-19
6/14/2019,2886.98,26089.61,June 14 2019,"Friday, 2019-06-14",14-Jun-19
6/17/2019,2889.67,26112.53,June 17 2019,"Monday, 2019-06-17",17-Jun-19
6/18/2019,2917.75,26465.54,June 18 2019,"Tuesday, 2019-06-18",18-Jun-19
6/19/2019,2926.46,26504,June 19 2019,"Wednesday, 2019-06-19",19-Jun-19
6/20/2019,2954.18,26753.17,June 20 2019,"Thursday, 2019-06-20",20-Jun-19
6/21/2019,2950.46,26719.13,June 21 2019,"Friday, 2019-06-21",21-Jun-19
6/24/2019,2945.35,26727.54,June 24 2019,"Monday, 2019-06-24",24-Jun-19
6/25/2019,2917.38,26548.22,June 25 2019,"Tuesday, 2019-06-25",25-Jun-19
6/26/2019,2913.78,26536.82,June 26 2019,"Wednesday, 2019-06-26",26-Jun-19
6/27/2019,2924.92,26526.58,June 27 2019,"Thursday, 2019-06-27",27-Jun-19
6/28/2019,2941.76,26599.96,June 28 2019,"Friday, 2019-06-28",28-Jun-19
7/1/2019,2964.33,26717.43,July 01 2019,"Monday, 2019-07-01",1-Jul-19
7/2/2019,2973.01,26786.68,July 02 2019,"Tuesday, 2019-07-02",2-Jul-19
7/3/2019,2995.82,26966,July 03 2019,"Wednesday, 2019-07-03",3-Jul-19
7/4/2019,,,July 04 2019,"Thursday, 2019-07-04",4-Jul-19
7/5/2019,2990.41,26922.12,July 05 2019,"Friday, 2019-07-05",5-Jul-19
7/8/2019,2975.95,26806.14,July 08 2019,"Monday, 2019-07-08",8-Jul-19
7/9/2019,2979.63,26783.49,July 09 2019,"Tuesday, 2019-07-09",9-Jul-19
7/10/2019,2993.07,26860.2,July 10 2019,"Wednesday, 2019-07-10",10-Jul-19
7/11/2019,2999.91,27088.08,July 11 2019,"Thursday, 2019-07-11",11-Jul-19
7/12/2019,3013.77,27332.03,July 12 2019,"Friday, 2019-07-12",12-Jul-19
7/15/2019,3014.3,27359.16,July 15 2019,"Monday, 2019-07-15",15-Jul-19
7/16/2019,3004.04,27335.63,July 16 2019,"Tuesday, 2019-07-16",16-Jul-19
7/17/2019,2984.42,27219.85,July 17 2019,"Wednesday, 2019-07-17",17-Jul-19
7/18/2019,2995.11,27222.97,July 18 2019,"Thursday, 2019-07-18",18-Jul-19
7/19/2019,2976.61,27154.2,July 19 2019,"Friday, 2019-07-19",19-Jul-19
7/22/2019,2985.03,27171.9,July 22 2019,"Monday, 2019-07-22",22-Jul-19
7/23/2019,3005.47,27349.19,July 23 2019,"Tuesday, 2019-07-23",23-Jul-19
7/24/2019,3019.56,27269.97,July 24 2019,"Wednesday, 2019-07-24",24-Jul-19
7/25/2019,3003.67,27140.98,July 25 2019,"Thursday, 2019-07-25",25-Jul-19
7/26/2019,3025.86,27192.45,July 26 2019,"Friday, 2019-07-26",26-Jul-19
7/29/2019,3020.97,27221.35,July 29 2019,"Monday, 2019-07-29",29-Jul-19
7/30/2019,3013.18,27198.02,July 30 2019,"Tuesday, 2019-07-30",30-Jul-19
7/31/2019,2980.38,26864.27,July 31 2019,"Wednesday, 2019-07-31",31-Jul-19
8/1/2019,2953.56,26583.42,August 01 2019,"Thursday, 2019-08-01",1-Aug-19
8/2/2019,2932.05,26485.01,August 02 2019,"Friday, 2019-08-02",2-Aug-19
8/5/2019,2844.74,25717.74,August 05 2019,"Monday, 2019-08-05",5-Aug-19
8/6/2019,2881.77,26029.52,August 06 2019,"Tuesday, 2019-08-06",6-Aug-19
8/7/2019,2883.98,26007.07,August 07 2019,"Wednesday, 2019-08-07",7-Aug-19
8/8/2019,2938.09,26378.19,August 08 2019,"Thursday, 2019-08-08",8-Aug-19
8/9/2019,2918.65,26287.44,August 09 2019,"Friday, 2019-08-09",9-Aug-19
8/12/2019,2883.75,25907.37,August 12 2019,"Monday, 2019-08-12",12-Aug-19
8/13/2019,2926.32,26279.91,August 13 2019,"Tuesday, 2019-08-13",13-Aug-19
8/14/2019,2840.6,25479.42,August 14 2019,"Wednesday, 2019-08-14",14-Aug-19
8/15/2019,2847.6,25579.39,August 15 2019,"Thursday, 2019-08-15",15-Aug-19
8/16/2019,2888.68,25886.01,August 16 2019,"Friday, 2019-08-16",16-Aug-19
8/19/2019,2923.65,26135.79,August 19 2019,"Monday, 2019-08-19",19-Aug-19
8/20/2019,2900.51,25962.44,August 20 2019,"Tuesday, 2019-08-20",20-Aug-19
8/21/2019,2924.43,26202.73,August 21 2019,"Wednesday, 2019-08-21",21-Aug-19
8/22/2019,2922.95,26252.24,August 22 2019,"Thursday, 2019-08-22",22-Aug-19
8/23/2019,2847.11,25628.9,August 23 2019,"Friday, 2019-08-23",23-Aug-19
8/26/2019,2878.38,25898.83,August 26 2019,"Monday, 2019-08-26",26-Aug-19
8/27/2019,2869.16,25777.9,August 27 2019,"Tuesday, 2019-08-27",27-Aug-19
8/28/2019,2887.94,26036.1,August 28 2019,"Wednesday, 2019-08-28",28-Aug-19
8/29/2019,2924.58,26362.25,August 29 2019,"Thursday, 2019-08-29",29-Aug-19
8/30/2019,2926.46,26403.28,August 30 2019,"Friday, 2019-08-30",30-Aug-19
9/2/2019,,,September 02 2019,"Monday, 2019-09-02",2-Sep-19
9/3/2019,2906.27,26118.02,September 03 2019,"Tuesday, 2019-09-03",3-Sep-19
9/4/2019,2937.78,26355.47,September 04 2019,"Wednesday, 2019-09-04",4-Sep-19
9/5/2019,2976,26728.15,September 05 2019,"Thursday, 2019-09-05",5-Sep-19
9/6/2019,2978.71,26797.46,September 06 2019,"Friday, 2019-09-06",6-Sep-19
9/9/2019,2978.43,26835.51,September 09 2019,"Monday, 2019-09-09",9-Sep-19
9/10/2019,2979.39,26909.43,September 10 2019,"Tuesday, 2019-09-10",10-Sep-19
9/11/2019,3000.93,27137.04,September 11 2019,"Wednesday, 2019-09-11",11-Sep-19
9/12/2019,3009.57,27182.45,September 12 2019,"Thursday, 2019-09-12",12-Sep-19
9/13/2019,3007.39,27219.52,September 13 2019,"Friday, 2019-09-13",13-Sep-19
9/16/2019,2997.96,27076.82,September 16 2019,"Monday, 2019-09-16",16-Sep-19
9/17/2019,3005.7,27110.8,September 17 2019,"Tuesday, 2019-09-17",17-Sep-19
9/18/2019,3006.73,27147.08,September 18 2019,"Wednesday, 2019-09-18",18-Sep-19
9/19/2019,3006.79,27094.79,September 19 2019,"Thursday, 2019-09-19",19-Sep-19
9/20/2019,2992.07,26935.07,September 20 2019,"Friday, 2019-09-20",20-Sep-19
9/23/2019,2991.78,26949.99,September 23 2019,"Monday, 2019-09-23",23-Sep-19
9/24/2019,2966.6,26807.77,September 24 2019,"Tuesday, 2019-09-24",24-Sep-19
9/25/2019,2984.87,26970.71,September 25 2019,"Wednesday, 2019-09-25",25-Sep-19
9/26/2019,2977.62,26891.12,September 26 2019,"Thursday, 2019-09-26",26-Sep-19
9/27/2019,2961.79,26820.25,September 27 2019,"Friday, 2019-09-27",27-Sep-19
9/30/2019,2976.74,26916.83,September 30 2019,"Monday, 2019-09-30",30-Sep-19
10/1/2019,2940.25,26573.04,October 01 2019,"Tuesday, 2019-10-01",1-Oct-19
10/2/2019,2887.61,26078.62,October 02 2019,"Wednesday, 2019-10-02",2-Oct-19
10/3/2019,2910.63,26201.04,October 03 2019,"Thursday, 2019-10-03",3-Oct-19
10/4/2019,2952.01,26573.72,October 04 2019,"Friday, 2019-10-04",4-Oct-19
10/7/2019,2938.79,26478.02,October 07 2019,"Monday, 2019-10-07",7-Oct-19
10/8/2019,2893.06,26164.04,October 08 2019,"Tuesday, 2019-10-08",8-Oct-19
10/9/2019,2919.4,26346.01,October 09 2019,"Wednesday, 2019-10-09",9-Oct-19
10/10/2019,2938.13,26496.67,October 10 2019,"Thursday, 2019-10-10",10-Oct-19
10/11/2019,2970.27,26816.59,October 11 2019,"Friday, 2019-10-11",11-Oct-19
10/14/2019,2966.15,26787.36,October 14 2019,"Monday, 2019-10-14",14-Oct-19
10/15/2019,2995.68,27024.8,October 15 2019,"Tuesday, 2019-10-15",15-Oct-19
10/16/2019,2989.69,27001.98,October 16 2019,"Wednesday, 2019-10-16",16-Oct-19
10/17/2019,2997.95,27025.88,October 17 2019,"Thursday, 2019-10-17",17-Oct-19
10/18/2019,2986.2,26770.2,October 18 2019,"Friday, 2019-10-18",18-Oct-19
10/21/2019,3006.72,26827.64,October 21 2019,"Monday, 2019-10-21",21-Oct-19
10/22/2019,2995.99,26788.1,October 22 2019,"Tuesday, 2019-10-22",22-Oct-19
10/23/2019,3004.52,26833.95,October 23 2019,"Wednesday, 2019-10-23",23-Oct-19
10/24/2019,3010.29,26805.53,October 24 2019,"Thursday, 2019-10-24",24-Oct-19
10/25/2019,3022.55,26958.06,October 25 2019,"Friday, 2019-10-25",25-Oct-19
10/28/2019,3039.42,27090.72,October 28 2019,"Monday, 2019-10-28",28-Oct-19
10/29/2019,3036.89,27071.42,October 29 2019,"Tuesday, 2019-10-29",29-Oct-19
10/30/2019,3046.77,27186.69,October 30 2019,"Wednesday, 2019-10-30",30-Oct-19
10/31/2019,3037.56,27046.23,October 31 2019,"Thursday, 2019-10-31",31-Oct-19
11/1/2019,3066.91,27347.36,November 01 2019,"Friday, 2019-11-01",1-Nov-19
11/4/2019,3078.27,27462.11,November 04 2019,"Monday, 2019-11-04",4-Nov-19
11/5/2019,3074.62,27492.63,November 05 2019,"Tuesday, 2019-11-05",5-Nov-19
11/6/2019,3076.78,27492.56,November 06 2019,"Wednesday, 2019-11-06",6-Nov-19
11/7/2019,3085.18,27674.8,November 07 2019,"Thursday, 2019-11-07",7-Nov-19
11/8/2019,3093.08,27681.24,November 08 2019,"Friday, 2019-11-08",8-Nov-19
11/11/2019,3087.01,27691.49,November 11 2019,"Monday, 2019-11-11",11-Nov-19
11/12/2019,3091.84,27691.49,November 12 2019,"Tuesday, 2019-11-12",12-Nov-19
11/13/2019,3094.04,27783.59,November 13 2019,"Wednesday, 2019-11-13",13-Nov-19
11/14/2019,3096.63,27781.96,November 14 2019,"Thursday, 2019-11-14",14-Nov-19
11/15/2019,3120.46,28004.89,November 15 2019,"Friday, 2019-11-15",15-Nov-19
11/18/2019,3122.03,28036.22,November 18 2019,"Monday, 2019-11-18",18-Nov-19
11/19/2019,3120.18,27934.02,November 19 2019,"Tuesday, 2019-11-19",19-Nov-19
11/20/2019,3108.46,27821.09,November 20 2019,"Wednesday, 2019-11-20",20-Nov-19
11/21/2019,3103.54,27766.29,November 21 2019,"Thursday, 2019-11-21",21-Nov-19
11/22/2019,3110.29,27875.62,November 22 2019,"Friday, 2019-11-22",22-Nov-19
11/25/2019,3133.64,28066.47,November 25 2019,"Monday, 2019-11-25",25-Nov-19
11/26/2019,3140.52,28121.68,November 26 2019,"Tuesday, 2019-11-26",26-Nov-19
11/27/2019,3153.63,28164,November 27 2019,"Wednesday, 2019-11-27",27-Nov-19
11/28/2019,,,November 28 2019,"Thursday, 2019-11-28",28-Nov-19
11/29/2019,3140.98,28051.41,November 29 2019,"Friday, 2019-11-29",29-Nov-19
12/2/2019,3113.87,27783.04,December 02 2019,"Monday, 2019-12-02",2-Dec-19
12/3/2019,3093.2,27502.81,December 03 2019,"Tuesday, 2019-12-03",3-Dec-19
12/4/2019,3112.76,27649.78,December 04 2019,"Wednesday, 2019-12-04",4-Dec-19
12/5/2019,3117.43,27677.79,December 05 2019,"Thursday, 2019-12-05",5-Dec-19
12/6/2019,3145.91,28015.06,December 06 2019,"Friday, 2019-12-06",6-Dec-19
12/9/2019,3135.96,27909.6,December 09 2019,"Monday, 2019-12-09",9-Dec-19
12/10/2019,3132.52,27881.72,December 10 2019,"Tuesday, 2019-12-10",10-Dec-19
12/11/2019,3141.63,27911.3,December 11 2019,"Wednesday, 2019-12-11",11-Dec-19
12/12/2019,3168.57,28132.05,December 12 2019,"Thursday, 2019-12-12",12-Dec-19
12/13/2019,3168.8,28135.38,December 13 2019,"Friday, 2019-12-13",13-Dec-19
12/16/2019,3191.45,28235.89,December 16 2019,"Monday, 2019-12-16",16-Dec-19
12/17/2019,3192.52,28267.16,December 17 2019,"Tuesday, 2019-12-17",17-Dec-19
12/18/2019,3191.14,28239.28,December 18 2019,"Wednesday, 2019-12-18",18-Dec-19
12/19/2019,3205.37,28376.96,December 19 2019,"Thursday, 2019-12-19",19-Dec-19
12/20/2019,3221.22,28455.09,December 20 2019,"Friday, 2019-12-20",20-Dec-19
12/23/2019,3224.01,28551.53,December 23 2019,"Monday, 2019-12-23",23-Dec-19
12/24/2019,3223.38,28515.45,December 24 2019,"Tuesday, 2019-12-24",24-Dec-19
12/25/2019,,,December 25 2019,"Wednesday, 2019-12-25",25-Dec-19
12/26/2019,3239.91,28621.39,December 26 2019,"Thursday, 2019-12-26",26-Dec-19
12/27/2019,3240.02,28645.26,December 27 2019,"Friday, 2019-12-27",27-Dec-19
12/30/2019,3221.29,28462.14,December 30 2019,"Monday, 2019-12-30",30-Dec-19
12/31/2019,3230.78,28538.44,December 31 2019,"Tuesday, 2019-12-31",31-Dec-19
1/1/2020,,,January 01 2020,"Wednesday, 2020-01-01",1-Jan-20
1/2/2020,3257.85,28868.8,January 02 2020,"Thursday, 2020-01-02",2-Jan-20
1/3/2020,3234.85,28634.88,January 03 2020,"Friday, 2020-01-03",3-Jan-20
1/6/2020,3246.28,28703.38,January 06 2020,"Monday, 2020-01-06",6-Jan-20
1/7/2020,3237.18,28583.68,January 07 2020,"Tuesday, 2020-01-07",7-Jan-20
1/8/2020,3253.05,28745.09,January 08 2020,"Wednesday, 2020-01-08",8-Jan-20
1/9/2020,3274.7,28956.9,January 09 2020,"Thursday, 2020-01-09",9-Jan-20
1/10/2020,3265.35,28823.77,January 10 2020,"Friday, 2020-01-10",10-Jan-20
1/13/2020,3288.13,28907.05,January 13 2020,"Monday, 2020-01-13",13-Jan-20
1/14/2020,3283.15,28939.67,January 14 2020,"Tuesday, 2020-01-14",14-Jan-20
1/15/2020,3289.29,29030.22,January 15 2020,"Wednesday, 2020-01-15",15-Jan-20
1/16/2020,3316.81,29297.64,January 16 2020,"Thursday, 2020-01-16",16-Jan-20
1/17/2020,3329.62,29348.1,January 17 2020,"Friday, 2020-01-17",17-Jan-20
1/20/2020,,,January 20 2020,"Monday, 2020-01-20",20-Jan-20
1/21/2020,3320.79,29196.04,January 21 2020,"Tuesday, 2020-01-21",21-Jan-20
1/22/2020,3321.75,29186.27,January 22 2020,"Wednesday, 2020-01-22",22-Jan-20
1/23/2020,3325.54,29160.09,January 23 2020,"Thursday, 2020-01-23",23-Jan-20
1/24/2020,3295.47,28989.73,January 24 2020,"Friday, 2020-01-24",24-Jan-20
1/27/2020,3243.63,28535.8,January 27 2020,"Monday, 2020-01-27",27-Jan-20
1/28/2020,3276.24,28722.85,January 28 2020,"Tuesday, 2020-01-28",28-Jan-20
1/29/2020,3273.4,28734.45,January 29 2020,"Wednesday, 2020-01-29",29-Jan-20
1/30/2020,3283.66,28859.44,January 30 2020,"Thursday, 2020-01-30",30-Jan-20
1/31/2020,3225.52,28256.03,January 31 2020,"Friday, 2020-01-31",31-Jan-20
2/3/2020,3248.92,28399.81,February 03 2020,"Monday, 2020-02-03",3-Feb-20
2/4/2020,3297.59,28807.63,February 04 2020,"Tuesday, 2020-02-04",4-Feb-20
2/5/2020,3334.69,29290.85,February 05 2020,"Wednesday, 2020-02-05",5-Feb-20
2/6/2020,3345.78,29379.77,February 06 2020,"Thursday, 2020-02-06",6-Feb-20
2/7/2020,3327.71,29102.51,February 07 2020,"Friday, 2020-02-07",7-Feb-20
2/10/2020,3352.09,29276.82,February 10 2020,"Monday, 2020-02-10",10-Feb-20
2/11/2020,3357.75,29276.34,February 11 2020,"Tuesday, 2020-02-11",11-Feb-20
2/12/2020,3379.45,29551.42,February 12 2020,"Wednesday, 2020-02-12",12-Feb-20
2/13/2020,3373.94,29423.31,February 13 2020,"Thursday, 2020-02-13",13-Feb-20
2/14/2020,3380.16,29398.08,February 14 2020,"Friday, 2020-02-14",14-Feb-20
2/17/2020,,,February 17 2020,"Monday, 2020-02-17",17-Feb-20
2/18/2020,3370.29,29232.19,February 18 2020,"Tuesday, 2020-02-18",18-Feb-20
2/19/2020,3386.15,29348.03,February 19 2020,"Wednesday, 2020-02-19",19-Feb-20
2/20/2020,3373.23,29219.98,February 20 2020,"Thursday, 2020-02-20",20-Feb-20
2/21/2020,3337.75,28992.41,February 21 2020,"Friday, 2020-02-21",21-Feb-20
2/24/2020,3225.89,27960.8,February 24 2020,"Monday, 2020-02-24",24-Feb-20
2/25/2020,3128.21,27081.36,February 25 2020,"Tuesday, 2020-02-25",25-Feb-20
2/26/2020,3116.39,26957.59,February 26 2020,"Wednesday, 2020-02-26",26-Feb-20
2/27/2020,2978.76,25766.64,February 27 2020,"Thursday, 2020-02-27",27-Feb-20
2/28/2020,2954.22,25409.36,February 28 2020,"Friday, 2020-02-28",28-Feb-20
3/2/2020,3090.23,26703.32,March 02 2020,"Monday, 2020-03-02",2-Mar-20
3/3/2020,3003.37,25917.41,March 03 2020,"Tuesday, 2020-03-03",3-Mar-20
3/4/2020,3130.12,27090.86,March 04 2020,"Wednesday, 2020-03-04",4-Mar-20
3/5/2020,3023.94,26121.28,March 05 2020,"Thursday, 2020-03-05",5-Mar-20
3/6/2020,2972.37,25864.78,March 06 2020,"Friday, 2020-03-06",6-Mar-20
3/9/2020,2746.56,23851.02,March 09 2020,"Monday, 2020-03-09",9-Mar-20
3/10/2020,2882.23,25018.16,March 10 2020,"Tuesday, 2020-03-10",10-Mar-20
3/11/2020,2741.38,23553.22,March 11 2020,"Wednesday, 2020-03-11",11-Mar-20
3/12/2020,2480.64,21200.62,March 12 2020,"Thursday, 2020-03-12",12-Mar-20
3/13/2020,2711.02,23185.62,March 13 2020,"Friday, 2020-03-13",13-Mar-20
3/16/2020,2386.13,20188.52,March 16 2020,"Monday, 2020-03-16",16-Mar-20
3/17/2020,2529.19,21237.38,March 17 2020,"Tuesday, 2020-03-17",17-Mar-20
3/18/2020,2398.1,19898.92,March 18 2020,"Wednesday, 2020-03-18",18-Mar-20
3/19/2020,2409.39,20087.19,March 19 2020,"Thursday, 2020-03-19",19-Mar-20
3/20/2020,2304.92,19173.98,March 20 2020,"Friday, 2020-03-20",20-Mar-20
3/23/2020,2237.4,18591.93,March 23 2020,"Monday, 2020-03-23",23-Mar-20
3/24/2020,2447.33,20704.91,March 24 2020,"Tuesday, 2020-03-24",24-Mar-20
3/25/2020,2475.56,21200.55,March 25 2020,"Wednesday, 2020-03-25",25-Mar-20
3/26/2020,2630.07,22552.17,March 26 2020,"Thursday, 2020-03-26",26-Mar-20
3/27/2020,2541.47,21636.78,March 27 2020,"Friday, 2020-03-27",27-Mar-20
3/30/2020,2626.65,22327.48,March 30 2020,"Monday, 2020-03-30",30-Mar-20
3/31/2020,2584.59,21917.16,March 31 2020,"Tuesday, 2020-03-31",31-Mar-20
4/1/2020,2470.5,20943.51,April 01 2020,"Wednesday, 2020-04-01",1-Apr-20
4/2/2020,2526.9,21413.44,April 02 2020,"Thursday, 2020-04-02",2-Apr-20
4/3/2020,2488.65,21052.53,April 03 2020,"Friday, 2020-04-03",3-Apr-20
4/6/2020,2663.68,22679.99,April 06 2020,"Monday, 2020-04-06",6-Apr-20
4/7/2020,2659.41,22653.86,April 07 2020,"Tuesday, 2020-04-07",7-Apr-20
4/8/2020,2749.98,23433.57,April 08 2020,"Wednesday, 2020-04-08",8-Apr-20
4/9/2020,2789.82,23719.37,April 09 2020,"Thursday, 2020-04-09",9-Apr-20
4/10/2020,,,April 10 2020,"Friday, 2020-04-10",10-Apr-20
4/13/2020,2761.63,23390.77,April 13 2020,"Monday, 2020-04-13",13-Apr-20
4/14/2020,2846.06,23949.76,April 14 2020,"Tuesday, 2020-04-14",14-Apr-20
4/15/2020,2783.36,23504.35,April 15 2020,"Wednesday, 2020-04-15",15-Apr-20
4/16/2020,2799.55,23537.68,April 16 2020,"Thursday, 2020-04-16",16-Apr-20
4/17/2020,2874.56,24242.49,April 17 2020,"Friday, 2020-04-17",17-Apr-20
4/20/2020,2823.16,23650.44,April 20 2020,"Monday, 2020-04-20",20-Apr-20
4/21/2020,2736.56,23018.88,April 21 2020,"Tuesday, 2020-04-21",21-Apr-20
4/22/2020,2799.31,23475.82,April 22 2020,"Wednesday, 2020-04-22",22-Apr-20
4/23/2020,2797.8,23515.26,April 23 2020,"Thursday, 2020-04-23",23-Apr-20
4/24/2020,2836.74,23775.27,April 24 2020,"Friday, 2020-04-24",24-Apr-20
4/27/2020,2878.48,24133.78,April 27 2020,"Monday, 2020-04-27",27-Apr-20
4/28/2020,2863.39,24101.55,April 28 2020,"Tuesday, 2020-04-28",28-Apr-20
4/29/2020,2939.51,24633.86,April 29 2020,"Wednesday, 2020-04-29",29-Apr-20
4/30/2020,2912.43,24345.72,April 30 2020,"Thursday, 2020-04-30",30-Apr-20
5/1/2020,2830.71,23723.69,May 01 2020,"Friday, 2020-05-01",1-May-20
5/4/2020,2842.74,23749.76,May 04 2020,"Monday, 2020-05-04",4-May-20
5/5/2020,2868.44,23883.09,May 05 2020,"Tuesday, 2020-05-05",5-May-20
5/6/2020,2848.42,23664.64,May 06 2020,"Wednesday, 2020-05-06",6-May-20
5/7/2020,2881.19,23875.89,May 07 2020,"Thursday, 2020-05-07",7-May-20
5/8/2020,2929.8,24331.32,May 08 2020,"Friday, 2020-05-08",8-May-20
5/11/2020,2930.32,24221.99,May 11 2020,"Monday, 2020-05-11",11-May-20
5/12/2020,2870.12,23764.78,May 12 2020,"Tuesday, 2020-05-12",12-May-20
5/13/2020,2820,23247.97,May 13 2020,"Wednesday, 2020-05-13",13-May-20
5/14/2020,2852.5,23625.34,May 14 2020,"Thursday, 2020-05-14",14-May-20
5/15/2020,2863.7,23685.42,May 15 2020,"Friday, 2020-05-15",15-May-20
5/18/2020,2953.91,24597.37,May 18 2020,"Monday, 2020-05-18",18-May-20
5/19/2020,2922.94,24206.86,May 19 2020,"Tuesday, 2020-05-19",19-May-20
5/20/2020,2971.61,24575.9,May 20 2020,"Wednesday, 2020-05-20",20-May-20
5/21/2020,2948.51,24474.12,May 21 2020,"Thursday, 2020-05-21",21-May-20
5/22/2020,2955.45,24465.16,May 22 2020,"Friday, 2020-05-22",22-May-20
5/25/2020,,,May 25 2020,"Monday, 2020-05-25",25-May-20
5/26/2020,2991.77,24995.11,May 26 2020,"Tuesday, 2020-05-26",26-May-20
5/27/2020,3036.13,25548.27,May 27 2020,"Wednesday, 2020-05-27",27-May-20
5/28/2020,3029.73,25400.64,May 28 2020,"Thursday, 2020-05-28",28-May-20
5/29/2020,3044.31,25383.11,May 29 2020,"Friday, 2020-05-29",29-May-20
6/1/2020,3055.73,25475.02,June 01 2020,"Monday, 2020-06-01",1-Jun-20
6/2/2020,3080.82,25742.65,June 02 2020,"Tuesday, 2020-06-02",2-Jun-20
6/3/2020,3122.87,26269.89,June 03 2020,"Wednesday, 2020-06-03",3-Jun-20
6/4/2020,3112.35,26281.82,June 04 2020,"Thursday, 2020-06-04",4-Jun-20
6/5/2020,3193.93,27110.98,June 05 2020,"Friday, 2020-06-05",5-Jun-20
6/8/2020,3232.39,27572.44,June 08 2020,"Monday, 2020-06-08",8-Jun-20
6/9/2020,3207.18,27272.3,June 09 2020,"Tuesday, 2020-06-09",9-Jun-20
6/10/2020,3190.14,26989.99,June 10 2020,"Wednesday, 2020-06-10",10-Jun-20
6/11/2020,3002.1,25128.17,June 11 2020,"Thursday, 2020-06-11",11-Jun-20
6/12/2020,3041.31,25605.54,June 12 2020,"Friday, 2020-06-12",12-Jun-20
6/15/2020,3066.59,25763.16,June 15 2020,"Monday, 2020-06-15",15-Jun-20
6/16/2020,3124.74,26289.98,June 16 2020,"Tuesday, 2020-06-16",16-Jun-20
6/17/2020,3113.49,26119.61,June 17 2020,"Wednesday, 2020-06-17",17-Jun-20
6/18/2020,3115.34,26080.1,June 18 2020,"Thursday, 2020-06-18",18-Jun-20
6/19/2020,3097.74,25871.46,June 19 2020,"Friday, 2020-06-19",19-Jun-20
6/22/2020,3117.86,26024.96,June 22 2020,"Monday, 2020-06-22",22-Jun-20
6/23/2020,3131.29,26156.1,June 23 2020,"Tuesday, 2020-06-23",23-Jun-20
6/24/2020,3050.33,25445.94,June 24 2020,"Wednesday, 2020-06-24",24-Jun-20
6/25/2020,3083.76,25745.6,June 25 2020,"Thursday, 2020-06-25",25-Jun-20
6/26/2020,3009.05,25015.55,June 26 2020,"Friday, 2020-06-26",26-Jun-20
6/29/2020,3053.24,25595.8,June 29 2020,"Monday, 2020-06-29",29-Jun-20
6/30/2020,3100.29,25812.88,June 30 2020,"Tuesday, 2020-06-30",30-Jun-20
7/1/2020,3115.86,25734.97,July 01 2020,"Wednesday, 2020-07-01",1-Jul-20
7/2/2020,3130.01,25827.36,July 02 2020,"Thursday, 2020-07-02",2-Jul-20
7/3/2020,,,July 03 2020,"Friday, 2020-07-03",3-Jul-20
7/6/2020,3179.72,26287.03,July 06 2020,"Monday, 2020-07-06",6-Jul-20
7/7/2020,3145.32,25890.18,July 07 2020,"Tuesday, 2020-07-07",7-Jul-20
7/8/2020,3169.94,26067.28,July 08 2020,"Wednesday, 2020-07-08",8-Jul-20
7/9/2020,3152.05,25706.09,July 09 2020,"Thursday, 2020-07-09",9-Jul-20
7/10/2020,3185.04,26075.3,July 10 2020,"Friday, 2020-07-10",10-Jul-20
7/13/2020,3155.22,26085.8,July 13 2020,"Monday, 2020-07-13",13-Jul-20
7/14/2020,3197.52,26642.59,July 14 2020,"Tuesday, 2020-07-14",14-Jul-20
7/15/2020,3226.56,26870.1,July 15 2020,"Wednesday, 2020-07-15",15-Jul-20
7/16/2020,3215.57,26734.71,July 16 2020,"Thursday, 2020-07-16",16-Jul-20
7/17/2020,3224.73,26671.95,July 17 2020,"Friday, 2020-07-17",17-Jul-20
7/20/2020,3251.84,26680.87,July 20 2020,"Monday, 2020-07-20",20-Jul-20
7/21/2020,3257.3,26840.4,July 21 2020,"Tuesday, 2020-07-21",21-Jul-20
7/22/2020,3276.02,27005.84,July 22 2020,"Wednesday, 2020-07-22",22-Jul-20
7/23/2020,3235.66,26652.33,July 23 2020,"Thursday, 2020-07-23",23-Jul-20
7/24/2020,3215.63,26469.89,July 24 2020,"Friday, 2020-07-24",24-Jul-20
7/27/2020,3239.41,26584.77,July 27 2020,"Monday, 2020-07-27",27-Jul-20
7/28/2020,3218.44,26379.28,July 28 2020,"Tuesday, 2020-07-28",28-Jul-20
7/29/2020,3258.44,26539.57,July 29 2020,"Wednesday, 2020-07-29",29-Jul-20
7/30/2020,3246.22,26313.65,July 30 2020,"Thursday, 2020-07-30",30-Jul-20
7/31/2020,3271.12,26428.32,July 31 2020,"Friday, 2020-07-31",31-Jul-20
8/3/2020,3294.61,26664.4,August 03 2020,"Monday, 2020-08-03",3-Aug-20
8/4/2020,3306.51,26828.47,August 04 2020,"Tuesday, 2020-08-04",4-Aug-20
8/5/2020,3327.77,27201.52,August 05 2020,"Wednesday, 2020-08-05",5-Aug-20
8/6/2020,3349.16,27386.98,August 06 2020,"Thursday, 2020-08-06",6-Aug-20
8/7/2020,3351.28,27433.48,August 07 2020,"Friday, 2020-08-07",7-Aug-20
