date_str,sp500,djia,date_ex1,date_ex2,date_ex3,date,diff_sp500,lag_sp500,growth_sp500,diff_date,count_days,diff_djia,lag_djia,growth_djia
7/4/2019,,,July 04 2019,"Thursday, 2019-07-04",4-Jul-19,7/4/2019,,2995.82,,1 days,1,,26966,
7/5/2019,2990.41,26922.12,July 05 2019,"Friday, 2019-07-05",5-Jul-19,7/5/2019,,,,1 days,1,,,
7/8/2019,2975.95,26806.14,July 08 2019,"Monday, 2019-07-08",8-Jul-19,7/8/2019,-14.46,2990.41,-0.483545735,3 days,3,-115.98,26922.12,-0.430798169
7/9/2019,2979.63,26783.49,July 09 2019,"Tuesday, 2019-07-09",9-Jul-19,7/9/2019,3.68,2975.95,0.123657992,1 days,1,-22.65,26806.14,-0.084495567
7/10/2019,2993.07,26860.2,July 10 2019,"Wednesday, 2019-07-10",10-Jul-19,7/10/2019,13.44,2979.63,0.451062716,1 days,1,76.71,26783.49,0.286407783
7/11/2019,2999.91,27088.08,July 11 2019,"Thursday, 2019-07-11",11-Jul-19,7/11/2019,6.84,2993.07,0.228527899,1 days,1,227.88,26860.2,0.848392789
7/12/2019,3013.77,27332.03,July 12 2019,"Friday, 2019-07-12",12-Jul-19,7/12/2019,13.86,2999.91,0.46201386,1 days,1,243.95,27088.08,0.900580624
7/15/2019,3014.3,27359.16,July 15 2019,"Monday, 2019-07-15",15-Jul-19,7/15/2019,0.53,3013.77,0.017585947,3 days,3,27.13,27332.03,0.099260831
7/16/2019,3004.04,27335.63,July 16 2019,"Tuesday, 2019-07-16",16-Jul-19,7/16/2019,-10.26,3014.3,-0.340377534,1 days,1,-23.53,27359.16,-0.086004102
7/17/2019,2984.42,27219.85,July 17 2019,"Wednesday, 2019-07-17",17-Jul-19,7/17/2019,-19.62,3004.04,-0.653120464,1 days,1,-115.78,27335.63,-0.423549777
7/18/2019,2995.11,27222.97,July 18 2019,"Thursday, 2019-07-18",18-Jul-19,7/18/2019,10.69,2984.42,0.358193552,1 days,1,3.12,27219.85,0.011462223
7/19/2019,2976.61,27154.2,July 19 2019,"Friday, 2019-07-19",19-Jul-19,7/19/2019,-18.5,2995.11,-0.617673474,1 days,1,-68.77,27222.97,-0.252617551
7/22/2019,2985.03,27171.9,July 22 2019,"Monday, 2019-07-22",22-Jul-19,7/22/2019,8.42,2976.61,0.282872126,3 days,3,17.7,27154.2,0.065183287
7/23/2019,3005.47,27349.19,July 23 2019,"Tuesday, 2019-07-23",23-Jul-19,7/23/2019,20.44,2985.03,0.684750237,1 days,1,177.29,27171.9,0.652475535
7/24/2019,3019.56,27269.97,July 24 2019,"Wednesday, 2019-07-24",24-Jul-19,7/24/2019,14.09,3005.47,0.468811866,1 days,1,-79.22,27349.19,-0.289661229
7/25/2019,3003.67,27140.98,July 25 2019,"Thursday, 2019-07-25",25-Jul-19,7/25/2019,-15.89,3019.56,-0.52623561,1 days,1,-128.99,27269.97,-0.473011155
7/26/2019,3025.86,27192.45,July 26 2019,"Friday, 2019-07-26",26-Jul-19,7/26/2019,22.19,3003.67,0.738762913,1 days,1,51.47,27140.98,0.189639431
7/29/2019,3020.97,27221.35,July 29 2019,"Monday, 2019-07-29",29-Jul-19,7/29/2019,-4.89,3025.86,-0.161606948,3 days,3,28.9,27192.45,0.1062795
7/30/2019,3013.18,27198.02,July 30 2019,"Tuesday, 2019-07-30",30-Jul-19,7/30/2019,-7.79,3020.97,-0.257864196,1 days,1,-23.33,27221.35,-0.085704787
7/31/2019,2980.38,26864.27,July 31 2019,"Wednesday, 2019-07-31",31-Jul-19,7/31/2019,-32.8,3013.18,-1.088550966,1 days,1,-333.75,27198.02,-1.227111385
8/1/2019,2953.56,26583.42,August 01 2019,"Thursday, 2019-08-01",1-Aug-19,8/1/2019,-26.82,2980.38,-0.89988525,1 days,1,-280.85,26864.27,-1.045440654
8/2/2019,2932.05,26485.01,August 02 2019,"Friday, 2019-08-02",2-Aug-19,8/2/2019,-21.51,2953.56,-0.728273677,1 days,1,-98.41,26583.42,-0.37019315
8/5/2019,2844.74,25717.74,August 05 2019,"Monday, 2019-08-05",5-Aug-19,8/5/2019,-87.31,2932.05,-2.977780051,3 days,3,-767.27,26485.01,-2.896997207
8/6/2019,2881.77,26029.52,August 06 2019,"Tuesday, 2019-08-06",6-Aug-19,8/6/2019,37.03,2844.74,1.301700683,1 days,1,311.78,25717.74,1.212314923
8/7/2019,2883.98,26007.07,August 07 2019,"Wednesday, 2019-08-07",7-Aug-19,8/7/2019,2.21,2881.77,0.076688979,1 days,1,-22.45,26029.52,-0.086248229
8/8/2019,2938.09,26378.19,August 08 2019,"Thursday, 2019-08-08",8-Aug-19,8/8/2019,54.11,2883.98,1.876226604,1 days,1,371.12,26007.07,1.426996582
8/9/2019,2918.65,26287.44,August 09 2019,"Friday, 2019-08-09",9-Aug-19,8/9/2019,-19.44,2938.09,-0.66165434,1 days,1,-90.75,26378.19,-0.344034219
8/12/2019,2883.75,25907.37,August 12 2019,"Monday, 2019-08-12",12-Aug-19,8/12/2019,-34.9,2918.65,-1.195758313,3 days,3,-380.07,26287.44,-1.445823557
8/13/2019,2926.32,26279.91,August 13 2019,"Tuesday, 2019-08-13",13-Aug-19,8/13/2019,42.57,2883.75,1.476202861,1 days,1,372.54,25907.37,1.437969196
8/14/2019,2840.6,25479.42,August 14 2019,"Wednesday, 2019-08-14",14-Aug-19,8/14/2019,-85.72,2926.32,-2.929276361,1 days,1,-800.49,26279.91,-3.046014998
8/15/2019,2847.6,25579.39,August 15 2019,"Thursday, 2019-08-15",15-Aug-19,8/15/2019,7,2840.6,0.246426811,1 days,1,99.97,25479.42,0.39235587
8/16/2019,2888.68,25886.01,August 16 2019,"Friday, 2019-08-16",16-Aug-19,8/16/2019,41.08,2847.6,1.442618345,1 days,1,306.62,25579.39,1.198699422
8/19/2019,2923.65,26135.79,August 19 2019,"Monday, 2019-08-19",19-Aug-19,8/19/2019,34.97,2888.68,1.210587535,3 days,3,249.78,25886.01,0.964922752
8/20/2019,2900.51,25962.44,August 20 2019,"Tuesday, 2019-08-20",20-Aug-19,8/20/2019,-23.14,2923.65,-0.791476408,1 days,1,-173.35,26135.79,-0.663266731
8/21/2019,2924.43,26202.73,August 21 2019,"Wednesday, 2019-08-21",21-Aug-19,8/21/2019,23.92,2900.51,0.824682556,1 days,1,240.29,25962.44,0.925529342
8/22/2019,2922.95,26252.24,August 22 2019,"Thursday, 2019-08-22",22-Aug-19,8/22/2019,-1.48,2924.43,-0.050608153,1 days,1,49.51,26202.73,0.188949777
8/23/2019,2847.11,25628.9,August 23 2019,"Friday, 2019-08-23",23-Aug-19,8/23/2019,-75.84,2922.95,-2.594638978,1 days,1,-623.34,26252.24,-2.374425954
8/26/2019,2878.38,25898.83,August 26 2019,"Monday, 2019-08-26",26-Aug-19,8/26/2019,31.27,2847.11,1.098306704,3 days,3,269.93,25628.9,1.05322507
8/27/2019,2869.16,25777.9,August 27 2019,"Tuesday, 2019-08-27",27-Aug-19,8/27/2019,-9.22,2878.38,-0.320319068,1 days,1,-120.93,25898.83,-0.46693229
8/28/2019,2887.94,26036.1,August 28 2019,"Wednesday, 2019-08-28",28-Aug-19,8/28/2019,18.78,2869.16,0.654546975,1 days,1,258.2,25777.9,1.001633182
8/29/2019,2924.58,26362.25,August 29 2019,"Thursday, 2019-08-29",29-Aug-19,8/29/2019,36.64,2887.94,1.268724419,1 days,1,326.15,26036.1,1.252683774
8/30/2019,2926.46,26403.28,August 30 2019,"Friday, 2019-08-30",30-Aug-19,8/30/2019,1.88,2924.58,0.064282735,1 days,1,41.03,26362.25,0.155639219
9/2/2019,,,September 02 2019,"Monday, 2019-09-02",2-Sep-19,9/2/2019,,2926.46,,3 days,3,,26403.28,
9/3/2019,2906.27,26118.02,September 03 2019,"Tuesday, 2019-09-03",3-Sep-19,9/3/2019,,,,1 days,1,,,
9/4/2019,2937.78,26355.47,September 04 2019,"Wednesday, 2019-09-04",4-Sep-19,9/4/2019,31.51,2906.27,1.084207593,1 days,1,237.45,26118.02,0.909142424
9/5/2019,2976,26728.15,September 05 2019,"Thursday, 2019-09-05",5-Sep-19,9/5/2019,38.22,2937.78,1.300982374,1 days,1,372.68,26355.47,1.414051808
9/6/2019,2978.71,26797.46,September 06 2019,"Friday, 2019-09-06",6-Sep-19,9/6/2019,2.71,2976,0.091061828,1 days,1,69.31,26728.15,0.259314618
9/9/2019,2978.43,26835.51,September 09 2019,"Monday, 2019-09-09",9-Sep-19,9/9/2019,-0.28,2978.71,-0.009400042,3 days,3,38.05,26797.46,0.141991069
9/10/2019,2979.39,26909.43,September 10 2019,"Tuesday, 2019-09-10",10-Sep-19,9/10/2019,0.96,2978.43,0.032231746,1 days,1,73.92,26835.51,0.275455916
9/11/2019,3000.93,27137.04,September 11 2019,"Wednesday, 2019-09-11",11-Sep-19,9/11/2019,21.54,2979.39,0.722966782,1 days,1,227.61,26909.43,0.845837314
9/12/2019,3009.57,27182.45,September 12 2019,"Thursday, 2019-09-12",12-Sep-19,9/12/2019,8.64,3000.93,0.287910748,1 days,1,45.41,27137.04,0.167335863
9/13/2019,3007.39,27219.52,September 13 2019,"Friday, 2019-09-13",13-Sep-19,9/13/2019,-2.18,3009.57,-0.072435597,1 days,1,37.07,27182.45,0.136374757
9/16/2019,2997.96,27076.82,September 16 2019,"Monday, 2019-09-16",16-Sep-19,9/16/2019,-9.43,3007.39,-0.313560928,3 days,3,-142.7,27219.52,-0.524256122
9/17/2019,3005.7,27110.8,September 17 2019,"Tuesday, 2019-09-17",17-Sep-19,9/17/2019,7.74,2997.96,0.258175559,1 days,1,33.98,27076.82,0.125494796
9/18/2019,3006.73,27147.08,September 18 2019,"Wednesday, 2019-09-18",18-Sep-19,9/18/2019,1.03,3005.7,0.034268224,1 days,1,36.28,27110.8,0.133821208
9/19/2019,3006.79,27094.79,September 19 2019,"Thursday, 2019-09-19",19-Sep-19,9/19/2019,0.06,3006.73,0.001995523,1 days,1,-52.29,27147.08,-0.192617401
9/20/2019,2992.07,26935.07,September 20 2019,"Friday, 2019-09-20",20-Sep-19,9/20/2019,-14.72,3006.79,-0.489558632,1 days,1,-159.72,27094.79,-0.589486023
9/23/2019,2991.78,26949.99,September 23 2019,"Monday, 2019-09-23",23-Sep-19,9/23/2019,-0.29,2992.07,-0.009692287,3 days,3,14.92,26935.07,0.055392468
9/24/2019,2966.6,26807.77,September 24 2019,"Tuesday, 2019-09-24",24-Sep-19,9/24/2019,-25.18,2991.78,-0.841639425,1 days,1,-142.22,26949.99,-0.527718192
9/25/2019,2984.87,26970.71,September 25 2019,"Wednesday, 2019-09-25",25-Sep-19,9/25/2019,18.27,2966.6,0.615856536,1 days,1,162.94,26807.77,0.607808855
9/26/2019,2977.62,26891.12,September 26 2019,"Thursday, 2019-09-26",26-Sep-19,9/26/2019,-7.25,2984.87,-0.24289165,1 days,1,-79.59,26970.71,-0.295097904
9/27/2019,2961.79,26820.25,September 27 2019,"Friday, 2019-09-27",27-Sep-19,9/27/2019,-15.83,2977.62,-0.531632646,1 days,1,-70.87,26891.12,-0.263544248
9/30/2019,2976.74,26916.83,September 30 2019,"Monday, 2019-09-30",30-Sep-19,9/30/2019,14.95,2961.79,0.504762323,3 days,3,96.58,26820.25,0.360101043
10/1/2019,2940.25,26573.04,October 01 2019,"Tuesday, 2019-10-01",1-Oct-19,10/1/2019,-36.49,2976.74,-1.225837661,1 days,1,-343.79,26916.83,-1.27723064
10/2/2019,2887.61,26078.62,October 02 2019,"Wednesday, 2019-10-02",2-Oct-19,10/2/2019,-52.64,2940.25,-1.790323952,1 days,1,-494.42,26573.04,-1.860607593
10/3/2019,2910.63,26201.04,October 03 2019,"Thursday, 2019-10-03",3-Oct-19,10/3/2019,23.02,2887.61,0.797199068,1 days,1,122.42,26078.62,0.46942668
10/4/2019,2952.01,26573.72,October 04 2019,"Friday, 2019-10-04",4-Oct-19,10/4/2019,41.38,2910.63,1.42168534,1 days,1,372.68,26201.04,1.422386287
10/7/2019,2938.79,26478.02,October 07 2019,"Monday, 2019-10-07",7-Oct-19,10/7/2019,-13.22,2952.01,-0.447830461,3 days,3,-95.7,26573.72,-0.360130234
10/8/2019,2893.06,26164.04,October 08 2019,"Tuesday, 2019-10-08",8-Oct-19,10/8/2019,-45.73,2938.79,-1.556082605,1 days,1,-313.98,26478.02,-1.185813743
10/9/2019,2919.4,26346.01,October 09 2019,"Wednesday, 2019-10-09",9-Oct-19,10/9/2019,26.34,2893.06,0.910454674,1 days,1,181.97,26164.04,0.695496567
10/10/2019,2938.13,26496.67,October 10 2019,"Thursday, 2019-10-10",10-Oct-19,10/10/2019,18.73,2919.4,0.641570186,1 days,1,150.66,26346.01,0.571851297
10/11/2019,2970.27,26816.59,October 11 2019,"Friday, 2019-10-11",11-Oct-19,10/11/2019,32.14,2938.13,1.093893054,1 days,1,319.92,26496.67,1.207397005
10/14/2019,2966.15,26787.36,October 14 2019,"Monday, 2019-10-14",14-Oct-19,10/14/2019,-4.12,2970.27,-0.138707929,3 days,3,-29.23,26816.59,-0.10899969
10/15/2019,2995.68,27024.8,October 15 2019,"Tuesday, 2019-10-15",15-Oct-19,10/15/2019,29.53,2966.15,0.995566644,1 days,1,237.44,26787.36,0.886388207
10/16/2019,2989.69,27001.98,October 16 2019,"Wednesday, 2019-10-16",16-Oct-19,10/16/2019,-5.99,2995.68,-0.199954601,1 days,1,-22.82,27024.8,-0.084440958
10/17/2019,2997.95,27025.88,October 17 2019,"Thursday, 2019-10-17",17-Oct-19,10/17/2019,8.26,2989.69,0.276282825,1 days,1,23.9,27001.98,0.088512028
10/18/2019,2986.2,26770.2,October 18 2019,"Friday, 2019-10-18",18-Oct-19,10/18/2019,-11.75,2997.95,-0.391934489,1 days,1,-255.68,27025.88,-0.946056151
10/21/2019,3006.72,26827.64,October 21 2019,"Monday, 2019-10-21",21-Oct-19,10/21/2019,20.52,2986.2,0.68716094,3 days,3,57.44,26770.2,0.214566944
10/22/2019,2995.99,26788.1,October 22 2019,"Tuesday, 2019-10-22",22-Oct-19,10/22/2019,-10.73,3006.72,-0.356867284,1 days,1,-39.54,26827.64,-0.147385309
10/23/2019,3004.52,26833.95,October 23 2019,"Wednesday, 2019-10-23",23-Oct-19,10/23/2019,8.53,2995.99,0.284713901,1 days,1,45.85,26788.1,0.171158089
10/24/2019,3010.29,26805.53,October 24 2019,"Thursday, 2019-10-24",24-Oct-19,10/24/2019,5.77,3004.52,0.192043987,1 days,1,-28.42,26833.95,-0.10591061
10/25/2019,3022.55,26958.06,October 25 2019,"Friday, 2019-10-25",25-Oct-19,10/25/2019,12.26,3010.29,0.407269731,1 days,1,152.53,26805.53,0.569024377
10/28/2019,3039.42,27090.72,October 28 2019,"Monday, 2019-10-28",28-Oct-19,10/28/2019,16.87,3022.55,0.558137996,3 days,3,132.66,26958.06,0.492097725
10/29/2019,3036.89,27071.42,October 29 2019,"Tuesday, 2019-10-29",29-Oct-19,10/29/2019,-2.53,3039.42,-0.083239565,1 days,1,-19.3,27090.72,-0.071242108
10/30/2019,3046.77,27186.69,October 30 2019,"Wednesday, 2019-10-30",30-Oct-19,10/30/2019,9.88,3036.89,0.325332824,1 days,1,115.27,27071.42,0.425799607
10/31/2019,3037.56,27046.23,October 31 2019,"Thursday, 2019-10-31",31-Oct-19,10/31/2019,-9.21,3046.77,-0.30228734,1 days,1,-140.46,27186.69,-0.516649875
11/1/2019,3066.91,27347.36,November 01 2019,"Friday, 2019-11-01",1-Nov-19,11/1/2019,29.35,3037.56,0.966236058,1 days,1,301.13,27046.23,1.113389925
11/4/2019,3078.27,27462.11,November 04 2019,"Monday, 2019-11-04",4-Nov-19,11/4/2019,11.36,3066.91,0.370405392,3 days,3,114.75,27347.36,0.419601746
11/5/2019,3074.62,27492.63,November 05 2019,"Tuesday, 2019-11-05",5-Nov-19,11/5/2019,-3.65,3078.27,-0.118573095,1 days,1,30.52,27462.11,0.111134942
11/6/2019,3076.78,27492.56,November 06 2019,"Wednesday, 2019-11-06",6-Nov-19,11/6/2019,2.16,3074.62,0.070252584,1 days,1,-0.07,27492.63,-0.000254614
11/7/2019,3085.18,27674.8,November 07 2019,"Thursday, 2019-11-07",7-Nov-19,11/7/2019,8.4,3076.78,0.273012695,1 days,1,182.24,27492.56,0.662870246
11/8/2019,3093.08,27681.24,November 08 2019,"Friday, 2019-11-08",8-Nov-19,11/8/2019,7.9,3085.18,0.256062855,1 days,1,6.44,27674.8,0.023270268
11/11/2019,3087.01,27691.49,November 11 2019,"Monday, 2019-11-11",11-Nov-19,11/11/2019,-6.07,3093.08,-0.19624452,3 days,3,10.25,27681.24,0.037028688
11/12/2019,3091.84,27691.49,November 12 2019,"Tuesday, 2019-11-12",12-Nov-19,11/12/2019,4.83,3087.01,0.156462078,1 days,1,0,27691.49,0
11/13/2019,3094.04,27783.59,November 13 2019,"Wednesday, 2019-11-13",13-Nov-19,11/13/2019,2.2,3091.84,0.07115504,1 days,1,92.1,27691.49,0.332593154
11/14/2019,3096.63,27781.96,November 14 2019,"Thursday, 2019-11-14",14-Nov-19,11/14/2019,2.59,3094.04,0.083709325,1 days,1,-1.63,27783.59,-0.005866772
11/15/2019,3120.46,28004.89,November 15 2019,"Friday, 2019-11-15",15-Nov-19,11/15/2019,23.83,3096.63,0.769546249,1 days,1,222.93,27781.96,0.802427187
11/18/2019,3122.03,28036.22,November 18 2019,"Monday, 2019-11-18",18-Nov-19,11/18/2019,1.57,3120.46,0.050313095,3 days,3,31.33,28004.89,0.111873319
11/19/2019,3120.18,27934.02,November 19 2019,"Tuesday, 2019-11-19",19-Nov-19,11/19/2019,-1.85,3122.03,-0.059256317,1 days,1,-102.2,28036.22,-0.364528456
11/20/2019,3108.46,27821.09,November 20 2019,"Wednesday, 2019-11-20",20-Nov-19,11/20/2019,-11.72,3120.18,-0.375619355,1 days,1,-112.93,27934.02,-0.404274072
11/21/2019,3103.54,27766.29,November 21 2019,"Thursday, 2019-11-21",21-Nov-19,11/21/2019,-4.92,3108.46,-0.158277732,1 days,1,-54.8,27821.09,-0.196972872
11/22/2019,3110.29,27875.62,November 22 2019,"Friday, 2019-11-22",22-Nov-19,11/22/2019,6.75,3103.54,0.217493572,1 days,1,109.33,27766.29,0.39375084
11/25/2019,3133.64,28066.47,November 25 2019,"Monday, 2019-11-25",25-Nov-19,11/25/2019,23.35,3110.29,0.750733854,3 days,3,190.85,27875.62,0.684648449
11/26/2019,3140.52,28121.68,November 26 2019,"Tuesday, 2019-11-26",26-Nov-19,11/26/2019,6.88,3133.64,0.21955298,1 days,1,55.21,28066.47,0.196711592
11/27/2019,3153.63,28164,November 27 2019,"Wednesday, 2019-11-27",27-Nov-19,11/27/2019,13.11,3140.52,0.417446792,1 days,1,42.32,28121.68,0.150488875
11/28/2019,,,November 28 2019,"Thursday, 2019-11-28",28-Nov-19,11/28/2019,,3153.63,,1 days,1,,28164,
11/29/2019,3140.98,28051.41,November 29 2019,"Friday, 2019-11-29",29-Nov-19,11/29/2019,,,,1 days,1,,,
12/2/2019,3113.87,27783.04,December 02 2019,"Monday, 2019-12-02",2-Dec-19,12/2/2019,-27.11,3140.98,-0.863106419,3 days,3,-268.37,28051.41,-0.956707702
12/3/2019,3093.2,27502.81,December 03 2019,"Tuesday, 2019-12-03",3-Dec-19,12/3/2019,-20.67,3113.87,-0.663804205,1 days,1,-280.23,27783.04,-1.008636924
12/4/2019,3112.76,27649.78,December 04 2019,"Wednesday, 2019-12-04",4-Dec-19,12/4/2019,19.56,3093.2,0.632354843,1 days,1,146.97,27502.81,0.53438176
12/5/2019,3117.43,27677.79,December 05 2019,"Thursday, 2019-12-05",5-Dec-19,12/5/2019,4.67,3112.76,0.150027628,1 days,1,28.01,27649.78,0.101302795
12/6/2019,3145.91,28015.06,December 06 2019,"Friday, 2019-12-06",6-Dec-19,12/6/2019,28.48,3117.43,0.913573039,1 days,1,337.27,27677.79,1.218558274
12/9/2019,3135.96,27909.6,December 09 2019,"Monday, 2019-12-09",9-Dec-19,12/9/2019,-9.95,3145.91,-0.316283683,3 days,3,-105.46,28015.06,-0.376440386
12/10/2019,3132.52,27881.72,December 10 2019,"Tuesday, 2019-12-10",10-Dec-19,12/10/2019,-3.44,3135.96,-0.109695277,1 days,1,-27.88,27909.6,-0.099893943
12/11/2019,3141.63,27911.3,December 11 2019,"Wednesday, 2019-12-11",11-Dec-19,12/11/2019,9.11,3132.52,0.29082017,1 days,1,29.58,27881.72,0.106091016
12/12/2019,3168.57,28132.05,December 12 2019,"Thursday, 2019-12-12",12-Dec-19,12/12/2019,26.94,3141.63,0.857516639,1 days,1,220.75,27911.3,0.79089831
12/13/2019,3168.8,28135.38,December 13 2019,"Friday, 2019-12-13",13-Dec-19,12/13/2019,0.23,3168.57,0.007258795,1 days,1,3.33,28132.05,0.011837033
12/16/2019,3191.45,28235.89,December 16 2019,"Monday, 2019-12-16",16-Dec-19,12/16/2019,22.65,3168.8,0.714781621,3 days,3,100.51,28135.38,0.357237045
12/17/2019,3192.52,28267.16,December 17 2019,"Tuesday, 2019-12-17",17-Dec-19,12/17/2019,1.07,3191.45,0.03352708,1 days,1,31.27,28235.89,0.110745579
12/18/2019,3191.14,28239.28,December 18 2019,"Wednesday, 2019-12-18",18-Dec-19,12/18/2019,-1.38,3192.52,-0.043226041,1 days,1,-27.88,28267.16,-0.098630354
12/19/2019,3205.37,28376.96,December 19 2019,"Thursday, 2019-12-19",19-Dec-19,12/19/2019,14.23,3191.14,0.445922147,1 days,1,137.68,28239.28,0.487547841
12/20/2019,3221.22,28455.09,December 20 2019,"Friday, 2019-12-20",20-Dec-19,12/20/2019,15.85,3205.37,0.494482696,1 days,1,78.13,28376.96,0.275328999
12/23/2019,3224.01,28551.53,December 23 2019,"Monday, 2019-12-23",23-Dec-19,12/23/2019,2.79,3221.22,0.086613147,3 days,3,96.44,28455.09,0.338920032
12/24/2019,3223.38,28515.45,December 24 2019,"Tuesday, 2019-12-24",24-Dec-19,12/24/2019,-0.63,3224.01,-0.019540882,1 days,1,-36.08,28551.53,-0.126368009
12/25/2019,,,December 25 2019,"Wednesday, 2019-12-25",25-Dec-19,12/25/2019,,3223.38,,1 days,1,,28515.45,
12/26/2019,3239.91,28621.39,December 26 2019,"Thursday, 2019-12-26",26-Dec-19,12/26/2019,,,,1 days,1,,,
12/27/2019,3240.02,28645.26,December 27 2019,"Friday, 2019-12-27",27-Dec-19,12/27/2019,0.11,3239.91,0.003395156,1 days,1,23.87,28621.39,0.083399164
12/30/2019,3221.29,28462.14,December 30 2019,"Monday, 2019-12-30",30-Dec-19,12/30/2019,-18.73,3240.02,-0.578082851,3 days,3,-183.12,28645.26,-0.639268067
12/31/2019,3230.78,28538.44,December 31 2019,"Tuesday, 2019-12-31",31-Dec-19,12/31/2019,9.49,3221.29,0.294602473,1 days,1,76.3,28462.14,0.268075415
1/1/2020,,,January 01 2020,"Wednesday, 2020-01-01",1-Jan-20,1/1/2020,,3230.78,,1 days,1,,28538.44,
1/2/2020,3257.85,28868.8,January 02 2020,"Thursday, 2020-01-02",2-Jan-20,1/2/2020,,,,1 days,1,,,
1/3/2020,3234.85,28634.88,January 03 2020,"Friday, 2020-01-03",3-Jan-20,1/3/2020,-23,3257.85,-0.705987077,1 days,1,-233.92,28868.8,-0.810286538
1/6/2020,3246.28,28703.38,January 06 2020,"Monday, 2020-01-06",6-Jan-20,1/6/2020,11.43,3234.85,0.353339413,3 days,3,68.5,28634.88,0.239218743
1/7/2020,3237.18,28583.68,January 07 2020,"Tuesday, 2020-01-07",7-Jan-20,1/7/2020,-9.1,3246.28,-0.28032086,1 days,1,-119.7,28703.38,-0.417024058
1/8/2020,3253.05,28745.09,January 08 2020,"Wednesday, 2020-01-08",8-Jan-20,1/8/2020,15.87,3237.18,0.490241506,1 days,1,161.41,28583.68,0.56469286
1/9/2020,3274.7,28956.9,January 09 2020,"Thursday, 2020-01-09",9-Jan-20,1/9/2020,21.65,3253.05,0.665529273,1 days,1,211.81,28745.09,0.736856277
1/10/2020,3265.35,28823.77,January 10 2020,"Friday, 2020-01-10",10-Jan-20,1/10/2020,-9.35,3274.7,-0.285522338,1 days,1,-133.13,28956.9,-0.459752252
1/13/2020,3288.13,28907.05,January 13 2020,"Monday, 2020-01-13",13-Jan-20,1/13/2020,22.78,3265.35,0.697628126,3 days,3,83.28,28823.77,0.288928201
1/14/2020,3283.15,28939.67,January 14 2020,"Tuesday, 2020-01-14",14-Jan-20,1/14/2020,-4.98,3288.13,-0.151453866,1 days,1,32.62,28907.05,0.112844445
1/15/2020,3289.29,29030.22,January 15 2020,"Wednesday, 2020-01-15",15-Jan-20,1/15/2020,6.14,3283.15,0.187015519,1 days,1,90.55,28939.67,0.312892303
1/16/2020,3316.81,29297.64,January 16 2020,"Thursday, 2020-01-16",16-Jan-20,1/16/2020,27.52,3289.29,0.836654719,1 days,1,267.42,29030.22,0.921178
1/17/2020,3329.62,29348.1,January 17 2020,"Friday, 2020-01-17",17-Jan-20,1/17/2020,12.81,3316.81,0.386214465,1 days,1,50.46,29297.64,0.172232303
1/20/2020,,,January 20 2020,"Monday, 2020-01-20",20-Jan-20,1/20/2020,,3329.62,,3 days,3,,29348.1,
1/21/2020,3320.79,29196.04,January 21 2020,"Tuesday, 2020-01-21",21-Jan-20,1/21/2020,,,,1 days,1,,,
1/22/2020,3321.75,29186.27,January 22 2020,"Wednesday, 2020-01-22",22-Jan-20,1/22/2020,0.96,3320.79,0.028908784,1 days,1,-9.77,29196.04,-0.033463442
1/23/2020,3325.54,29160.09,January 23 2020,"Thursday, 2020-01-23",23-Jan-20,1/23/2020,3.79,3321.75,0.114096485,1 days,1,-26.18,29186.27,-0.089699712
1/24/2020,3295.47,28989.73,January 24 2020,"Friday, 2020-01-24",24-Jan-20,1/24/2020,-30.07,3325.54,-0.904214052,1 days,1,-170.36,29160.09,-0.584223163
1/27/2020,3243.63,28535.8,January 27 2020,"Monday, 2020-01-27",27-Jan-20,1/27/2020,-51.84,3295.47,-1.573068485,3 days,3,-453.93,28989.73,-1.565830382
1/28/2020,3276.24,28722.85,January 28 2020,"Tuesday, 2020-01-28",28-Jan-20,1/28/2020,32.61,3243.63,1.005355111,1 days,1,187.05,28535.8,0.655492399
1/29/2020,3273.4,28734.45,January 29 2020,"Wednesday, 2020-01-29",29-Jan-20,1/29/2020,-2.84,3276.24,-0.086684736,1 days,1,11.6,28722.85,0.040385964
1/30/2020,3283.66,28859.44,January 30 2020,"Thursday, 2020-01-30",30-Jan-20,1/30/2020,10.26,3273.4,0.313435572,1 days,1,124.99,28734.45,0.434983095
1/31/2020,3225.52,28256.03,January 31 2020,"Friday, 2020-01-31",31-Jan-20,1/31/2020,-58.14,3283.66,-1.770585262,1 days,1,-603.41,28859.44,-2.090858312
2/3/2020,3248.92,28399.81,February 03 2020,"Monday, 2020-02-03",3-Feb-20,2/3/2020,23.4,3225.52,0.725464421,3 days,3,143.78,28256.03,0.508847138
2/4/2020,3297.59,28807.63,February 04 2020,"Tuesday, 2020-02-04",4-Feb-20,2/4/2020,48.67,3248.92,1.498036271,1 days,1,407.82,28399.81,1.435995523
2/5/2020,3334.69,29290.85,February 05 2020,"Wednesday, 2020-02-05",5-Feb-20,2/5/2020,37.1,3297.59,1.125064062,1 days,1,483.22,28807.63,1.677402827
2/6/2020,3345.78,29379.77,February 06 2020,"Thursday, 2020-02-06",6-Feb-20,2/6/2020,11.09,3334.69,0.332564646,1 days,1,88.92,29290.85,0.303576031
2/7/2020,3327.71,29102.51,February 07 2020,"Friday, 2020-02-07",7-Feb-20,2/7/2020,-18.07,3345.78,-0.540083329,1 days,1,-277.26,29379.77,-0.943710587
