year,year_code,country_name,country_code,prop_urban
2018,YR2018,Thailand,THA,49.949
2018,YR2018,Timor-Leste,TLS,30.578
2018,YR2018,Togo,TGO,41.702
2018,YR2018,Tonga,TON,23.131
2018,YR2018,Trinidad and Tobago,TTO,53.184
2018,YR2018,Tunisia,TUN,68.945
2018,YR2018,Turkiye,TUR,75.143
2018,YR2018,Turkmenistan,TKM,51.593
2018,YR2018,Turks and Caicos Islands,TCA,93.098
2018,YR2018,Tuvalu,TUV,62.387
2018,YR2018,Uganda,UGA,23.774
2018,YR2018,Ukraine,UKR,69.352
2018,YR2018,United Arab Emirates,ARE,86.522
2018,YR2018,United Kingdom,GBR,83.398
2018,YR2018,United States,USA,82.256
2018,YR2018,Uruguay,URY,95.334
2018,YR2018,Uzbekistan,UZB,50.478
2018,YR2018,Vanuatu,VUT,25.274
2018,YR2018,"Venezuela, RB",VEN,88.208
2018,YR2018,Vietnam,VNM,35.919
2018,YR2018,Virgin Islands (U.S.),VIR,95.721
2018,YR2018,West Bank and Gaza,PSE,76.164
2018,YR2018,"Yemen, Rep.",YEM,36.642
2018,YR2018,Zambia,ZMB,43.521
2018,YR2018,Zimbabwe,ZWE,32.209
2019,YR2019,Afghanistan,AFG,25.754
2019,YR2019,Albania,ALB,61.229
2019,YR2019,Algeria,DZA,73.189
2019,YR2019,American Samoa,ASM,87.147
2019,YR2019,Andorra,AND,87.984
2019,YR2019,Angola,AGO,66.177
2019,YR2019,Antigua and Barbuda,ATG,24.506
2019,YR2019,Argentina,ARG,91.991
2019,YR2019,Armenia,ARM,63.219
2019,YR2019,Aruba,ABW,43.546
2019,YR2019,Australia,AUS,86.124
2019,YR2019,Austria,AUT,58.515
2019,YR2019,Azerbaijan,AZE,56.031
2019,YR2019,"Bahamas, The",BHS,83.132
2019,YR2019,Bahrain,BHR,89.394
2019,YR2019,Bangladesh,BGD,37.405
2019,YR2019,Barbados,BRB,31.158
2019,YR2019,Belarus,BLR,79.044
2019,YR2019,Belgium,BEL,98.041
2019,YR2019,Belize,BLZ,45.866
2019,YR2019,Benin,BEN,47.861
2019,YR2019,Bermuda,BMU,100
2019,YR2019,Bhutan,BTN,41.612
2019,YR2019,Bolivia,BOL,69.773
2019,YR2019,Bosnia and Herzegovina,BIH,48.626
2019,YR2019,Botswana,BWA,70.172
2019,YR2019,Brazil,BRA,86.824
2019,YR2019,British Virgin Islands,VGB,48.116
2019,YR2019,Brunei Darussalam,BRN,77.942
2019,YR2019,Bulgaria,BGR,75.347
2019,YR2019,Burkina Faso,BFA,29.98
2019,YR2019,Burundi,BDI,13.366
2019,YR2019,Cabo Verde,CPV,66.195
2019,YR2019,Cambodia,KHM,23.805
2019,YR2019,Cameroon,CMR,56.968
2019,YR2019,Canada,CAN,81.482
2019,YR2019,Cayman Islands,CYM,100
2019,YR2019,Central African Republic,CAF,41.77
2019,YR2019,Chad,TCD,23.279
2019,YR2019,Channel Islands,CHI,30.931
2019,YR2019,Chile,CHL,87.643
2019,YR2019,China,CHN,60.308
2019,YR2019,Colombia,COL,81.104
2019,YR2019,Comoros,COM,29.164
2019,YR2019,"Congo, Dem. Rep.",COD,45.046
2019,YR2019,"Congo, Rep.",COG,67.373
2019,YR2019,Costa Rica,CRI,80.076
2019,YR2019,Cote d'Ivoire,CIV,51.239
2019,YR2019,Croatia,HRV,57.242
2019,YR2019,Cuba,CUB,77.109
2019,YR2019,Curacao,CUW,89.098
2019,YR2019,Cyprus,CYP,66.805
2019,YR2019,Czechia,CZE,73.921
2019,YR2019,Denmark,DNK,87.994
2019,YR2019,Djibouti,DJI,77.915
2019,YR2019,Dominica,DMA,70.786
2019,YR2019,Dominican Republic,DOM,81.828
2019,YR2019,Ecuador,ECU,63.986
2019,YR2019,"Egypt, Arab Rep.",EGY,42.73
2019,YR2019,El Salvador,SLV,72.746
2019,YR2019,Equatorial Guinea,GNQ,72.627
2019,YR2019,Eritrea,ERI,40.712
2019,YR2019,Estonia,EST,69.051
2019,YR2019,Eswatini,SWZ,23.981
2019,YR2019,Ethiopia,ETH,21.225
2019,YR2019,Faroe Islands,FRO,42.225
2019,YR2019,Fiji,FJI,56.75
2019,YR2019,Finland,FIN,85.446
2019,YR2019,France,FRA,80.709
2019,YR2019,French Polynesia,PYF,61.897
2019,YR2019,Gabon,GAB,89.741
2019,YR2019,"Gambia, The",GMB,61.931
2019,YR2019,Georgia,GEO,59.039
2019,YR2019,Germany,DEU,77.376
2019,YR2019,Ghana,GHA,56.707
2019,YR2019,Gibraltar,GIB,100
2019,YR2019,Greece,GRC,79.388
2019,YR2019,Greenland,GRL,87.052
2019,YR2019,Grenada,GRD,36.396
2019,YR2019,Guam,GUM,94.859
2019,YR2019,Guatemala,GTM,51.439
2019,YR2019,Guinea,GIN,36.5
2019,YR2019,Guinea-Bissau,GNB,43.777
2019,YR2019,Guyana,GUY,26.689
2019,YR2019,Haiti,HTI,56.192
2019,YR2019,Honduras,HND,57.73
2019,YR2019,"Hong Kong SAR, China",HKG,100
2019,YR2019,Hungary,HUN,71.644
2019,YR2019,Iceland,ISL,93.855
2019,YR2019,India,IND,34.472
2019,YR2019,Indonesia,IDN,55.985
2019,YR2019,"Iran, Islamic Rep.",IRN,75.391
2019,YR2019,Iraq,IRQ,70.678
2019,YR2019,Ireland,IRL,63.405
2019,YR2019,Isle of Man,IMN,52.735
2019,YR2019,Israel,ISR,92.501
2019,YR2019,Italy,ITA,70.736
2019,YR2019,Jamaica,JAM,55.985
2019,YR2019,Japan,JPN,91.698
2019,YR2019,Jordan,JOR,91.203
2019,YR2019,Kazakhstan,KAZ,57.54
2019,YR2019,Kenya,KEN,27.507
2019,YR2019,Kiribati,KIR,54.835
2019,YR2019,"Korea, Dem. People's Rep.",PRK,62.134
2019,YR2019,"Korea, Rep.",KOR,81.43
2019,YR2019,Kosovo,XKX
2019,YR2019,Kuwait,KWT,100
2019,YR2019,Kyrgyz Republic,KGZ,36.591
2019,YR2019,Lao PDR,LAO,35.645
2019,YR2019,Latvia,LVA,68.222
2019,YR2019,Lebanon,LBN,88.758
2019,YR2019,Lesotho,LSO,28.585
2019,YR2019,Liberia,LBR,51.615
2019,YR2019,Libya,LBY,80.393
2019,YR2019,Liechtenstein,LIE,14.371
2019,YR2019,Lithuania,LTU,67.855
2019,YR2019,Luxembourg,LUX,91.223
2019,YR2019,"Macao SAR, China",MAC,100
2019,YR2019,Madagascar,MDG,37.861
2019,YR2019,Malawi,MWI,17.174
2019,YR2019,Malaysia,MYS,76.607
2019,YR2019,Maldives,MDV,40.238
2019,YR2019,Mali,MLI,43.136
2019,YR2019,Malta,MLT,94.678
2019,YR2019,Marshall Islands,MHL,77.417
2019,YR2019,Mauritania,MRT,54.507
2019,YR2019,Mauritius,MUS,40.766
2019,YR2019,Mexico,MEX,80.444
2019,YR2019,"Micronesia, Fed. Sts.",FSM,22.812
2019,YR2019,Moldova,MDA,42.726
2019,YR2019,Monaco,MCO,100
2019,YR2019,Mongolia,MNG,68.543
2019,YR2019,Montenegro,MNE,67.15
2019,YR2019,Morocco,MAR,62.994
2019,YR2019,Mozambique,MOZ,36.528
2019,YR2019,Myanmar,MMR,30.852
2019,YR2019,Namibia,NAM,51.042
2019,YR2019,Nauru,NRU,100
2019,YR2019,Nepal,NPL,20.153
2019,YR2019,Netherlands,NLD,91.876
2019,YR2019,New Caledonia,NCL,71.104
2019,YR2019,New Zealand,NZL,86.615
2019,YR2019,Nicaragua,NIC,58.76
2019,YR2019,Niger,NER,16.517
2019,YR2019,Nigeria,NGA,51.157
2019,YR2019,North Macedonia,MKD,58.208
2019,YR2019,Northern Mariana Islands,MNP,91.708
2019,YR2019,Norway,NOR,82.616
2019,YR2019,Oman,OMN,85.443
2019,YR2019,Pakistan,PAK,36.907
2019,YR2019,Palau,PLW,80.47
2019,YR2019,Panama,PAN,68.059
2019,YR2019,Papua New Guinea,PNG,13.25
2019,YR2019,Paraguay,PRY,61.879
2019,YR2019,Peru,PER,78.099
2019,YR2019,Philippines,PHL,47.149
2019,YR2019,Poland,POL,60.037
2019,YR2019,Portugal,PRT,65.764
2019,YR2019,Puerto Rico,PRI,93.576
2019,YR2019,Qatar,QAT,99.188
2019,YR2019,Romania,ROU,54.084
2019,YR2019,Russian Federation,RUS,74.587
2019,YR2019,Rwanda,RWA,17.313
2019,YR2019,Samoa,WSM,18.056
2019,YR2019,San Marino,SMR,97.368
2019,YR2019,Sao Tome and Principe,STP,73.598
2019,YR2019,Saudi Arabia,SAU,84.065
2019,YR2019,Senegal,SEN,47.653
2019,YR2019,Serbia,SRB,56.26
2019,YR2019,Seychelles,SYC,57.119
2019,YR2019,Sierra Leone,SLE,42.484
2019,YR2019,Singapore,SGP,100
2019,YR2019,Sint Maarten (Dutch part),SXM,100
2019,YR2019,Slovak Republic,SVK,53.729
2019,YR2019,Slovenia,SVN,54.822
2019,YR2019,Solomon Islands,SLB,24.21
2019,YR2019,Somalia,SOM,45.554
2019,YR2019,South Africa,ZAF,66.856
2019,YR2019,South Sudan,SSD,19.899
2019,YR2019,Spain,ESP,80.565
2019,YR2019,Sri Lanka,LKA,18.585
2019,YR2019,St. Kitts and Nevis,KNA,30.799
2019,YR2019,St. Lucia,LCA,18.754
2019,YR2019,St. Martin (French part),MAF
2019,YR2019,St. Vincent and the Grenadines,VCT,52.614
2019,YR2019,Sudan,SDN,34.936
2019,YR2019,Suriname,SUR,66.095
2019,YR2019,Sweden,SWE,87.708
2019,YR2019,Switzerland,CHE,73.849
2019,YR2019,Syrian Arab Republic,SYR,54.821
2019,YR2019,Tajikistan,TJK,27.309
2019,YR2019,Tanzania,TZA,34.5
2019,YR2019,Thailand,THA,50.692
2019,YR2019,Timor-Leste,TLS,30.947
2019,YR2019,Togo,TGO,42.248
2019,YR2019,Tonga,TON,23.107
2019,YR2019,Trinidad and Tobago,TTO,53.187
2019,YR2019,Tunisia,TUN,69.254
2019,YR2019,Turkiye,TUR,75.63
2019,YR2019,Turkmenistan,TKM,52.048
2019,YR2019,Turks and Caicos Islands,TCA,93.36
2019,YR2019,Tuvalu,TUV,63.215
2019,YR2019,Uganda,UGA,24.361
2019,YR2019,Ukraine,UKR,69.473
2019,YR2019,United Arab Emirates,ARE,86.789
2019,YR2019,United Kingdom,GBR,83.652
2019,YR2019,United States,USA,82.459
2019,YR2019,Uruguay,URY,95.426
2019,YR2019,Uzbekistan,UZB,50.433
2019,YR2019,Vanuatu,VUT,25.394
2019,YR2019,"Venezuela, RB",VEN,88.24
2019,YR2019,Vietnam,VNM,36.628
2019,YR2019,Virgin Islands (U.S.),VIR,95.832
2019,YR2019,West Bank and Gaza,PSE,76.44
2019,YR2019,"Yemen, Rep.",YEM,37.273
2019,YR2019,Zambia,ZMB,44.072
2019,YR2019,Zimbabwe,ZWE,32.21
2020,YR2020,Afghanistan,AFG,26.026
2020,YR2020,Albania,ALB,62.112
2020,YR2020,Algeria,DZA,73.733
2020,YR2020,American Samoa,ASM,87.153
2020,YR2020,Andorra,AND,87.916
2020,YR2020,Angola,AGO,66.825
2020,YR2020,Antigua and Barbuda,ATG,24.433
2020,YR2020,Argentina,ARG,92.111
2020,YR2020,Armenia,ARM,63.313
2020,YR2020,Aruba,ABW,43.697
2020,YR2020,Australia,AUS,86.241
2020,YR2020,Austria,AUT,58.748
2020,YR2020,Azerbaijan,AZE,56.397
2020,YR2020,"Bahamas, The",BHS,83.245
2020,YR2020,Bahrain,BHR,89.506
2020,YR2020,Bangladesh,BGD,38.177
2020,YR2020,Barbados,BRB,31.191
2020,YR2020,Belarus,BLR,79.483
2020,YR2020,Belgium,BEL,98.079
2020,YR2020,Belize,BLZ,46.025
2020,YR2020,Benin,BEN,48.415
2020,YR2020,Bermuda,BMU,100
2020,YR2020,Bhutan,BTN,42.316
2020,YR2020,Bolivia,BOL,70.123
2020,YR2020,Bosnia and Herzegovina,BIH,49.02
2020,YR2020,Botswana,BWA,70.877
2020,YR2020,Brazil,BRA,87.073
2020,YR2020,British Virgin Islands,VGB,48.515
2020,YR2020,Brunei Darussalam,BRN,78.25
2020,YR2020,Bulgaria,BGR,75.686
2020,YR2020,Burkina Faso,BFA,30.607
2020,YR2020,Burundi,BDI,13.708
2020,YR2020,Cabo Verde,CPV,66.652
2020,YR2020,Cambodia,KHM,24.232
2020,YR2020,Cameroon,CMR,57.56
2020,YR2020,Canada,CAN,81.562
2020,YR2020,Cayman Islands,CYM,100
2020,YR2020,Central African Republic,CAF,42.198
2020,YR2020,Chad,TCD,23.52
2020,YR2020,Channel Islands,CHI,30.963
2020,YR2020,Chile,CHL,87.727
2020,YR2020,China,CHN,61.428
2020,YR2020,Colombia,COL,81.425
2020,YR2020,Comoros,COM,29.38
2020,YR2020,"Congo, Dem. Rep.",COD,45.638
2020,YR2020,"Congo, Rep.",COG,67.829
2020,YR2020,Costa Rica,CRI,80.771
2020,YR2020,Cote d'Ivoire,CIV,51.706
2020,YR2020,Croatia,HRV,57.553
2020,YR2020,Cuba,CUB,77.194
2020,YR2020,Curacao,CUW,89.062
2020,YR2020,Cyprus,CYP,66.821
2020,YR2020,Czechia,CZE,74.061
2020,YR2020,Denmark,DNK,88.116
2020,YR2020,Djibouti,DJI,78.062
2020,YR2020,Dominica,DMA,71.09
2020,YR2020,Dominican Republic,DOM,82.54
2020,YR2020,Ecuador,ECU,64.166
2020,YR2020,"Egypt, Arab Rep.",EGY,42.783
2020,YR2020,El Salvador,SLV,73.444
2020,YR2020,Equatorial Guinea,GNQ,73.1
2020,YR2020,Eritrea,ERI,41.347
2020,YR2020,Estonia,EST,69.229
2020,YR2020,Eswatini,SWZ,24.171
2020,YR2020,Ethiopia,ETH,21.695
2020,YR2020,Faroe Islands,FRO,42.398
2020,YR2020,Fiji,FJI,57.247
2020,YR2020,Finland,FIN,85.517
2020,YR2020,France,FRA,80.975
2020,YR2020,French Polynesia,PYF,61.975
2020,YR2020,Gabon,GAB,90.092
2020,YR2020,"Gambia, The",GMB,62.582
2020,YR2020,Georgia,GEO,59.453
2020,YR2020,Germany,DEU,77.453
2020,YR2020,Ghana,GHA,57.349
2020,YR2020,Gibraltar,GIB,100
2020,YR2020,Greece,GRC,79.715
2020,YR2020,Greenland,GRL,87.282
2020,YR2020,Grenada,GRD,36.537
2020,YR2020,Guam,GUM,94.938
2020,YR2020,Guatemala,GTM,51.836
2020,YR2020,Guinea,GIN,36.875
2020,YR2020,Guinea-Bissau,GNB,44.196
2020,YR2020,Guyana,GUY,26.786
2020,YR2020,Haiti,HTI,57.088
2020,YR2020,Honduras,HND,58.359
2020,YR2020,"Hong Kong SAR, China",HKG,100
2020,YR2020,Hungary,HUN,71.942
2020,YR2020,Iceland,ISL,93.898
2020,YR2020,India,IND,34.926
2020,YR2020,Indonesia,IDN,56.641
2020,YR2020,"Iran, Islamic Rep.",IRN,75.874
2020,YR2020,Iraq,IRQ,70.893
2020,YR2020,Ireland,IRL,63.653
2020,YR2020,Isle of Man,IMN,52.898
2020,YR2020,Israel,ISR,92.587
2020,YR2020,Italy,ITA,71.039
2020,YR2020,Jamaica,JAM,56.311
2020,YR2020,Japan,JPN,91.782
2020,YR2020,Jordan,JOR,91.418
2020,YR2020,Kazakhstan,KAZ,57.671
2020,YR2020,Kenya,KEN,27.995
2020,YR2020,Kiribati,KIR,55.594
2020,YR2020,"Korea, Dem. People's Rep.",PRK,62.381
2020,YR2020,"Korea, Rep.",KOR,81.414
2020,YR2020,Kosovo,XKX
2020,YR2020,Kuwait,KWT,100
2020,YR2020,Kyrgyz Republic,KGZ,36.856
2020,YR2020,Lao PDR,LAO,36.29
2020,YR2020,Latvia,LVA,68.315
2020,YR2020,Lebanon,LBN,88.925
2020,YR2020,Lesotho,LSO,29.028
2020,YR2020,Liberia,LBR,52.089
2020,YR2020,Libya,LBY,80.691
2020,YR2020,Liechtenstein,LIE,14.416
2020,YR2020,Lithuania,LTU,68.046
2020,YR2020,Luxembourg,LUX,91.453
2020,YR2020,"Macao SAR, China",MAC,100
2020,YR2020,Madagascar,MDG,38.534
2020,YR2020,Malawi,MWI,17.427
2020,YR2020,Malaysia,MYS,77.16
2020,YR2020,Maldives,MDV,40.669
2020,YR2020,Mali,MLI,43.909
2020,YR2020,Malta,MLT,94.744
2020,YR2020,Marshall Islands,MHL,77.794
2020,YR2020,Mauritania,MRT,55.327
2020,YR2020,Mauritius,MUS,40.76
2020,YR2020,Mexico,MEX,80.731
2020,YR2020,"Micronesia, Fed. Sts.",FSM,22.933
2020,YR2020,Moldova,MDA,42.849
2020,YR2020,Monaco,MCO,100
2020,YR2020,Mongolia,MNG,68.657
2020,YR2020,Montenegro,MNE,67.488
2020,YR2020,Morocco,MAR,63.532
2020,YR2020,Mozambique,MOZ,37.074
2020,YR2020,Myanmar,MMR,31.141
2020,YR2020,Namibia,NAM,52.033
2020,YR2020,Nauru,NRU,100
2020,YR2020,Nepal,NPL,20.576
2020,YR2020,Netherlands,NLD,92.236
2020,YR2020,New Caledonia,NCL,71.518
2020,YR2020,New Zealand,NZL,86.699
2020,YR2020,Nicaragua,NIC,59.012
2020,YR2020,Niger,NER,16.626
2020,YR2020,Nigeria,NGA,51.958
2020,YR2020,North Macedonia,MKD,58.482
2020,YR2020,Northern Mariana Islands,MNP,91.798
2020,YR2020,Norway,NOR,82.974
2020,YR2020,Oman,OMN,86.276
2020,YR2020,Pakistan,PAK,37.165
2020,YR2020,Palau,PLW,80.988
2020,YR2020,Panama,PAN,68.414
2020,YR2020,Papua New Guinea,PNG,13.345
2020,YR2020,Paraguay,PRY,62.183
2020,YR2020,Peru,PER,78.297
2020,YR2020,Philippines,PHL,47.408
2020,YR2020,Poland,POL,60.043
2020,YR2020,Portugal,PRT,66.31
2020,YR2020,Puerto Rico,PRI,93.581
2020,YR2020,Qatar,QAT,99.235
2020,YR2020,Romania,ROU,54.194
2020,YR2020,Russian Federation,RUS,74.754
2020,YR2020,Rwanda,RWA,17.432
2020,YR2020,Samoa,WSM,17.889
2020,YR2020,San Marino,SMR,97.499
2020,YR2020,Sao Tome and Principe,STP,74.354
2020,YR2020,Saudi Arabia,SAU,84.287
2020,YR2020,Senegal,SEN,48.122
2020,YR2020,Serbia,SRB,56.446
2020,YR2020,Seychelles,SYC,57.546
2020,YR2020,Sierra Leone,SLE,42.923
2020,YR2020,Singapore,SGP,100
2020,YR2020,Sint Maarten (Dutch part),SXM,100
2020,YR2020,Slovak Republic,SVK,53.76
2020,YR2020,Slovenia,SVN,55.118
2020,YR2020,Solomon Islands,SLB,24.67
2020,YR2020,Somalia,SOM,46.141
2020,YR2020,South Africa,ZAF,67.354
2020,YR2020,South Sudan,SSD,20.199
2020,YR2020,Spain,ESP,80.81
2020,YR2020,Sri Lanka,LKA,18.713
2020,YR2020,St. Kitts and Nevis,KNA,30.843
2020,YR2020,St. Lucia,LCA,18.841
2020,YR2020,St. Martin (French part),MAF
2020,YR2020,St. Vincent and the Grenadines,VCT,53.032
2020,YR2020,Sudan,SDN,35.253
2020,YR2020,Suriname,SUR,66.149
2020,YR2020,Sweden,SWE,87.977
2020,YR2020,Switzerland,CHE,73.915
2020,YR2020,Syrian Arab Republic,SYR,55.475
2020,YR2020,Tajikistan,TJK,27.506
2020,YR2020,Tanzania,TZA,35.227
2020,YR2020,Thailand,THA,51.43
2020,YR2020,Timor-Leste,TLS,31.32
2020,YR2020,Togo,TGO,42.8
2020,YR2020,Tonga,TON,23.099
2020,YR2020,Trinidad and Tobago,TTO,53.214
2020,YR2020,Tunisia,TUN,69.568
2020,YR2020,Turkiye,TUR,76.105
2020,YR2020,Turkmenistan,TKM,52.516
2020,YR2020,Turks and Caicos Islands,TCA,93.605
2020,YR2020,Tuvalu,TUV,64.014
2020,YR2020,Uganda,UGA,24.954
2020,YR2020,Ukraine,UKR,69.608
2020,YR2020,United Arab Emirates,ARE,87.048
2020,YR2020,United Kingdom,GBR,83.903
2020,YR2020,United States,USA,82.664
2020,YR2020,Uruguay,URY,95.515
2020,YR2020,Uzbekistan,UZB,50.416
2020,YR2020,Vanuatu,VUT,25.525
2020,YR2020,"Venezuela, RB",VEN,88.279
2020,YR2020,Vietnam,VNM,37.34
2020,YR2020,Virgin Islands (U.S.),VIR,95.939
2020,YR2020,West Bank and Gaza,PSE,76.719
2020,YR2020,"Yemen, Rep.",YEM,37.908
2020,YR2020,Zambia,ZMB,44.629
2020,YR2020,Zimbabwe,ZWE,32.242
